Date,Catégorie profil,Total énergie soutirée (MWh),Nb points soutirage
2020-10-20,RES,103881.209338,393687012
2020-10-21,PRO,29772.628851,60643536
2020-10-21,RES,92883.717779,393709654
2020-10-22,PRO,29462.773539,60642720
2020-10-22,RES,88882.624192,393747000
2020-10-23,PRO,29497.185094,60644688
2020-10-23,RES,90104.511139,393793530
2020-10-24,PRO,26765.734003,60639216
2020-10-24,RES,95817.488516,393779144
2020-10-25,PRO,25519.231563,63148842
2020-10-25,RES,107163.114283,410019976
2020-10-26,PRO,30207.319636,60643152
2020-10-26,RES,107659.441732,393839088
2020-10-27,PRO,32150.102051,60650064
2020-10-27,RES,110590.565128,393853344
2020-10-28,PRO,31227.357899,60650640
2020-10-28,RES,106471.959898,393887424
2020-10-29,PRO,31139.428292,60654096
2020-10-29,RES,101350.852222,393929520
2020-10-30,PRO,28025.858088,60654288
2020-10-30,RES,101790.951586,393977616
2020-10-31,PRO,25159.784546,60644496
2020-10-31,RES,105112.445675,393913436
2020-11-01,PRO,23320.817111,60644352
2020-11-01,RES,102760.98561,393826176
2020-11-02,PRO,27133.305996,60653664
2020-11-02,RES,92430.089703,393899424
2020-11-03,PRO,29804.528802,60655344
2020-11-03,RES,102758.83925,393871606
2020-11-04,PRO,30893.618212,60654096
2020-11-04,RES,118117.383833,393893358
2020-11-05,PRO,32098.009877,60664560
2020-11-05,RES,121101.321106,393921062
2020-11-06,PRO,31447.813713,60666720
2020-11-06,RES,118290.454946,393967346
2020-11-07,PRO,26820.356022,60660192
2020-11-07,RES,114793.842025,393934814
2020-11-08,PRO,24336.470458,60657504
2020-11-08,RES,108583.277403,393917146
2020-11-09,PRO,28547.197933,60666624
2020-11-09,RES,99650.833208,394004412
2020-11-10,PRO,29465.052075,60668256
2020-11-10,RES,100289.810677,394020548
2020-11-11,PRO,25408.039779,60660576
2020-11-11,RES,109922.478719,393981504
2020-11-12,PRO,30025.8006,60673680
2020-11-12,RES,105054.027852,394044518
2020-11-13,PRO,30023.710669,60675936
2020-11-13,RES,106409.348411,394096748
2020-11-14,PRO,26121.33592,60665856
2020-11-14,RES,107076.884376,394073416
2020-11-15,PRO,24670.012701,60662976
2020-11-15,RES,110810.925167,394046254
2020-11-16,PRO,30220.110865,60670032
2020-11-16,RES,109941.106294,394113344
2020-11-17,PRO,31324.864338,60668256
2020-11-17,RES,111293.319112,394125410
2020-11-18,PRO,30681.414067,60665184
2020-11-18,RES,114189.075307,394157020
2020-11-19,PRO,31988.557772,60662448
2020-11-19,RES,115695.126483,394188220
