Date,Catégorie profil,Total énergie soutirée (MWh),Nb points soutirage
2020-10-16,PRO,247030.076768,426767808
2020-10-16,RES,873010.533989,3092558212
2020-10-17,PRO,216487.597962,426731854
2020-10-17,RES,893243.69756,3092367068
2020-10-18,PRO,194068.003857,426716160
2020-10-18,RES,903855.966796,3092054472
2020-10-19,PRO,228904.167621,426764592
2020-10-19,RES,870509.987266,3092862940
2020-10-20,PRO,233024.27459,426778176
2020-10-20,RES,804624.248834,3092979630
2020-10-21,PRO,219665.569194,426773568
2020-10-21,RES,718949.419685,3093101500
2020-10-22,PRO,217501.000006,426785616
2020-10-22,RES,687970.895853,3093325432
2020-10-23,PRO,217869.810935,426799392
2020-10-23,RES,697396.58954,3093634442
2020-10-24,PRO,198081.750832,426762334
2020-10-24,RES,743049.934536,3093467992
2020-10-25,PRO,188870.857624,444399474
2020-10-25,RES,832983.4299,3220984146
2020-10-26,PRO,223066.304968,426783936
2020-10-26,RES,839007.824703,3093914748
2020-10-27,PRO,237608.196305,426801264
2020-10-27,RES,864040.317677,3094033328
2020-10-28,PRO,231028.214593,426821808
2020-10-28,RES,832975.475498,3094243052
2020-10-29,PRO,230499.24347,426839520
2020-10-29,RES,793010.592303,3094462886
2020-10-30,PRO,207527.36949,426839664
2020-10-30,RES,794883.76868,3094763412
2020-10-31,PRO,186641.193169,426761376
2020-10-31,RES,820926.642419,3094168412
2020-11-01,PRO,173114.88417,426782496
2020-11-01,RES,802345.764939,3093391872
2020-11-02,PRO,200782.774465,426829348
2020-11-02,RES,721698.786157,3093993646
2020-11-03,PRO,220532.187544,426834528
2020-11-03,RES,805320.654942,3093736380
2020-11-04,PRO,228475.132438,426828192
2020-11-04,RES,928121.169048,3093851496
2020-11-05,PRO,237454.663791,426848016
2020-11-05,RES,953179.139466,3094095926
2020-11-06,PRO,232759.367852,426856512
2020-11-06,RES,931544.916295,3094414492
2020-11-07,PRO,198770.700825,426796416
2020-11-07,RES,901440.997362,3094223218
2020-11-08,PRO,180388.309448,426780480
2020-11-08,RES,850197.15505,3094073398
2020-11-09,PRO,210844.541957,426839952
2020-11-09,RES,778715.084743,3094734506
2020-11-10,PRO,217510.36593,426867648
2020-11-10,RES,783628.507038,3094796464
2020-11-11,PRO,188016.107843,426806784
2020-11-11,RES,859493.223644,3094484160
2020-11-12,PRO,221555.660532,426871056
2020-11-12,RES,821227.573493,3094959534
2020-11-13,PRO,221415.618919,426880848
2020-11-13,RES,831320.203486,3095272440
2020-11-14,PRO,192880.551213,426830832
2020-11-14,RES,834976.366174,3095090370
2020-11-15,PRO,182263.184127,426807648
2020-11-15,RES,864710.056388,3094879656
2020-11-16,PRO,222361.618161,426861578
2020-11-16,RES,858165.149722,3095406488
2020-11-17,PRO,230461.720582,426885984
2020-11-17,RES,867269.71297,3095464836
2020-11-18,PRO,225696.697263,426885456
2020-11-18,RES,889568.312538,3095650624
2020-11-19,PRO,235153.28545,426902352
